loss,init,min_samples_split,learning_rate,max_depth,min_samples_leaf,n_estimators
0.0102805416517883,True,0.475004783021015,0.2579519744435863,193,984,343
0.0095864705361413,True,0.219527006614972,0.0609087520246971,747,375,771
0.011677125859166,False,0.3405246983243614,0.2070371253304647,61,181,136
0.0135843021880335,True,0.9692226753897794,0.099278077755897,367,781,195
0.0086171555033041,True,0.0358017314918339,0.0494120393284035,220,261,908
0.0123486617403889,True,0.3182629016754895,0.0113900124347672,569,9,484
0.0135883256791712,True,0.8050764024352861,0.3527750454348754,520,552,465
0.0158142545554056,False,0.5470980105620772,0.0889024167502824,268,345,307
0.0145701539583475,False,0.5482609781907236,0.2571341675971991,203,935,247
0.0231112766080876,False,0.1724292082290986,0.0791669414520366,494,25,30
0.010698608281331,True,0.520061569997925,0.1480169517677997,451,147,277
0.0123405881275825,False,0.6164748254182083,0.3230080255106315,658,452,569
0.0121820239934792,True,0.6946718456537009,0.1441594104324541,449,268,176
0.0314079588198608,False,0.9479500977063404,0.362053591338503,125,969,907
0.0118187572321965,True,0.2852366290655141,0.0621069353429316,864,791,281
0.0314140274065001,False,0.9525237138533402,0.401795735074113,929,300,469
0.0099553552180018,True,0.3626720653710285,0.1584109403865167,325,775,636
0.0117295847469504,False,0.6447488948256033,0.3788777329868595,243,282,468
0.0135813796551854,True,0.8249744101290124,0.2647410951556753,532,43,204
0.0110925560652753,False,0.3127250474932935,0.4113185494697307,292,319,275
0.0124705441895309,True,0.0157912647148582,0.0023266687217894,848,44,614
0.0082163025820962,True,0.0046710561762322,0.4572773456038156,454,299,248
0.0091779864487806,True,0.0088743992785141,0.3041479793547479,445,990,237
0.0085247539457826,True,0.0963417245287482,0.4804364102644739,152,635,745
0.0101615928427275,True,0.1106720163860688,0.4864680281204632,846,413,69
0.0088183481021651,True,0.0865478840618306,0.4862007539677999,847,848,372
0.0091052029534302,True,0.4259271349856435,0.4381487557371802,470,299,631
0.0080727443135042,True,0.1956207420592489,0.4559532028460465,626,111,746
0.011239452708006,True,0.1861700495608957,0.4456796648834403,961,616,44
0.0094566969844283,True,0.4243172895691984,0.4520679847495902,400,641,516
0.0089090528121217,True,0.2422528462946879,0.3180839383585805,195,210,286
0.0086191206768392,True,0.1465974259074912,0.4994228024772317,178,533,746
0.0094130292717915,True,0.2310246260285558,0.2155044192155962,894,615,439
0.0085313579667719,True,0.0574462081525021,0.4054331496727914,118,575,480
0.0113336566417861,True,0.3829431080313642,0.4643961870521058,308,905,74
0.008436381172464,True,0.2578305374915705,0.2887939547844559,252,21,392
0.0089178019515703,True,0.4701473809730325,0.3489430277742606,790,87,797
0.0087710209029462,True,0.000527895152781,0.2241801575989349,873,899,419
0.0087791001234971,True,0.1433379391568675,0.4223919818284936,454,841,736
0.009782838998723,True,0.1931426778175546,0.3939324553814136,479,931,192
0.0084832636025602,False,0.059060202740282,0.188932877565024,124,145,660
0.0085636768347656,True,0.14294457597231,0.346899760331658,626,683,976
0.0120100792836239,False,0.2953534552703329,0.3784687599622864,889,651,337
0.0101988905553968,True,0.7797928622027511,0.4317143770168919,42,238,533
0.0097973081398257,True,0.4634427797317715,0.2742794602081478,580,206,323
0.0145596528626292,False,0.5813071827643822,0.0396794678204338,6,235,702
0.0093829326810486,True,0.360005433243343,0.2464710755400431,499,680,600
0.0135854004822369,True,0.8988819004506443,0.1259915189767824,540,562,526
0.0094213098133043,False,0.0445366462197878,0.3339785724409768,650,719,701
0.009938462119065,True,0.2687122659939226,0.4687803789863067,2,5,461
0.0096108955123699,False,0.5108328062239771,0.3783963575847588,481,22,478
0.0119082252291615,True,0.3325591165712417,0.1926507041849082,234,556,60
0.0108951310258426,True,0.715203311757624,0.4973924518989778,992,855,155
0.0090190157583387,True,0.4149769203485622,0.2394680425793879,10,196,838
0.0100017512600647,False,0.2054507315380632,0.2889791245145962,626,132,292
0.0081587368070483,True,0.1146703541228502,0.3664314833947381,392,111,459
0.0087207468839482,True,0.119934348473379,0.3655263528239024,282,726,750
0.0099919808122885,True,0.6478271346256477,0.3283338386341795,273,111,459
0.0123066344082803,False,0.5756952822330038,0.419882305421559,170,824,957
0.0082711285330255,True,0.1642479568441422,0.3087275539420759,904,204,682
0.0082706733102882,True,0.0774947062250468,0.3853391654262739,205,111,200
0.0115290849471124,True,0.3959687413478861,0.1680223757091056,248,592,158
0.0102337828318835,False,0.3097861407719227,0.4758303183862973,834,549,726
