loss,init,min_samples_split,learning_rate,max_depth,min_samples_leaf,n_estimators
0.0167360793849384,False,0.4722378101323309,0.2044581194704166,519,79,506
0.0163238947086022,True,0.3149624688796704,0.291354930020647,365,186,917
0.0173298287592019,True,0.5472059023862605,0.1348327131717018,518,623,277
0.0168661107622959,True,0.4063453594089945,0.1514481719179091,551,371,378
0.017972113568561,True,0.7336225036118368,0.3549614288734275,695,852,157
0.0202661215999562,True,0.8817912395242127,0.0426321252067351,365,274,578
0.0202485878479555,True,0.8324689259034909,0.4547639038045146,477,417,465
0.0202581961319587,True,0.8674517904743521,0.3652504544196886,618,957,190
0.0202567343476796,True,0.9817054611516473,0.2540831693504257,189,776,239
0.0202789531911926,True,0.8358265187351479,0.1593528016967124,924,959,899
0.0403694512553956,False,0.9442779150749832,0.1276658636856891,67,571,180
0.0160957733788279,False,0.2602356022039328,0.2080388778837957,831,69,641
0.0202361734262464,True,0.8990442492486592,0.1394263686388915,875,68,801
0.0184528241244355,False,0.7614607178723882,0.1012433917679448,991,906,612
0.017246258067764,False,0.2348392044641757,0.1623126992668589,538,364,304
0.01668270244443,True,0.0061171675715145,0.2886268519106382,235,399,132
0.0169131915969449,True,0.2240700052140851,0.4782638934491109,529,435,226
0.0173386720504304,False,0.5816184537310429,0.2102334531032661,343,327,930
0.018189655063294,False,0.458815757066803,0.477539007323829,918,732,114
0.0168993899314102,True,0.6406084835290976,0.302784126782344,962,77,426
0.0188431925616027,False,0.2640703462018856,0.3810187182888093,186,953,794
0.0172501166321463,False,0.0645720855629539,0.0250337353372791,515,349,750
0.0178246279891135,False,0.3272154338690586,0.3238377870212369,156,570,641
0.0168906640808512,False,0.1434956183539005,0.4112676972502072,513,95,344
0.0183789449720844,False,0.3595546024102576,0.249670956760969,804,735,156
0.0240855087064405,False,0.1060897976563834,0.0720835084729741,854,838,97
0.0170688280324991,True,0.3164301801902246,0.2104601232203333,837,343,619
0.0243462176702189,False,0.1710407280414165,0.2578431527147586,619,748,48
0.0308066205850045,False,0.4580574898878802,0.1892165012653213,944,930,43
0.0159782047791763,True,0.3947587031894906,0.4154478192086432,49,10,917
0.0176289115106159,False,0.3970477420729432,0.4028891863675402,915,834,917
0.0167056891181501,True,0.532621038059398,0.4348187170919457,893,20,805
0.016860424698479,True,0.6014971558158949,0.327752307557415,676,86,155
