loss,init,min_samples_split,learning_rate,max_depth,min_samples_leaf,n_estimators
0.0423972275231908,False,0.4708280346390916,0.1108969883029035,38,654,47
0.0237521198023853,False,0.7774100540153068,0.0631742677604876,625,163,760
0.0450882007065701,False,0.8897895473091217,0.0807053416728641,267,651,387
0.0251424752865278,True,0.2628963290731949,0.3205173084883148,15,868,12
0.0450819147790312,False,0.9399659883258076,0.1338909464712679,258,453,354
0.0172591013108599,True,0.6387991739995883,0.3477973858405729,775,262,993
0.0179241205553783,False,0.4093350220152746,0.1222204274921154,954,497,668
0.0450890331113028,False,0.9432052564446428,0.034996937465933,795,71,177
0.0196894186817596,True,0.7823327425038805,0.3549769167796589,422,952,239
0.0212195231154299,False,0.7041381617631131,0.3650719051050979,661,953,531
0.0205074006115103,True,0.7297227128615605,0.2547907456817404,241,408,134
0.0294360598310112,True,0.8709088626002673,0.2179876442330825,640,846,898
0.0160287563924835,False,0.266018373692153,0.3545478972178574,907,481,468
0.0154864878462334,False,0.1843725540430298,0.4555535657974524,816,596,224
0.0210716650424018,False,0.6672353746369312,0.3502518510595959,944,382,372
0.0160354547824568,True,0.4666153326744159,0.3612236666569962,512,859,353
0.0189151007323676,False,0.6863589559996905,0.4787200769714332,774,338,596
0.0200033979808944,False,0.6060664949949499,0.4746441521267371,653,846,666
0.0177937362410464,True,0.5847872595537348,0.1132562246529208,345,616,960
0.035436254729709,False,0.3560379321624451,0.036959562783132,283,458,186
0.0138897644010135,False,0.0294250579222338,0.4236574455066499,102,645,723
0.0150457477109516,False,0.0063774183747587,0.4283492720596304,467,775,369
0.0151857504303475,False,0.0516329088386351,0.4532791778545367,467,425,291
0.0153320124411634,False,0.0194075642660426,0.4239920824185643,585,12,61
0.015694843277832,False,0.0973739127059152,0.4140251196924777,199,732,330
0.0144594409355109,False,0.1395599495940054,0.2785358313488058,799,862,728
0.0159794791176064,False,0.1619028519122952,0.2617025169017875,291,256,187
0.0152714027063689,False,0.1409978516051077,0.2036015698554333,803,862,497
0.016535259517679,False,0.2526312330162933,0.2968828066761846,366,329,218
0.01639557993562,False,0.3500912232358981,0.1686048585403213,738,335,368
0.0221685203232047,False,0.5245114068238238,0.4998180736698336,682,841,79
0.0141648329743248,False,0.0872100183078312,0.2922785376613773,799,911,945
0.0139763713382595,False,0.0611010894717958,0.3911197167330591,300,494,639
0.0170769207183651,False,0.2200978833166184,0.3938596120005558,838,393,195
0.0132316723839666,True,0.3114706454206641,0.2221116667439983,174,283,952
0.0291541574914046,True,0.3500471392873728,0.1628852888493865,334,402,1
0.0168806771841209,True,0.434699182888181,0.0789047401124625,169,640,627
0.0140650005571182,True,0.3114087327096425,0.3125866072799474,924,78,383
0.015812771311204,True,0.5533546495122476,0.2087702002323891,411,32,929
0.0147201824243585,True,0.3987562829891869,0.2255937336524052,975,650,952
0.0151180437279903,True,0.2925228689146045,0.1561475347054882,664,475,386
0.0220927759111979,True,0.2000359367554339,0.0058392625657821,936,202,535
0.0294305975438054,True,0.8159673653224088,0.3292471011275908,538,175,226
0.0177625604699198,True,0.4765720611171021,0.1801310847050817,779,66,139
0.0127525923787673,True,0.0090278397870241,0.2370880532684782,302,917,669
0.013655164391443,True,0.2285253412700738,0.2381015610293757,755,492,630
0.0131056011361092,True,0.104416107345191,0.1374863150555612,33,197,293
0.0137324535593275,True,0.1055769903784707,0.1320817402761887,318,891,846
0.0294331024396739,True,0.9842415396994908,0.0626469906849659,633,824,155
0.0145587028420276,True,0.1342144460940197,0.0995990291807591,943,771,456
0.0123092032058873,True,0.0158434395396209,0.1890882460546659,146,271,669
0.01284398256825,True,0.0014717884947338,0.1921136971378256,491,49,606
0.0187810306761002,True,0.7418138715371154,0.2418568414233061,30,643,568
0.0126181886560483,True,0.0522164138774827,0.3319009591268627,762,495,740
0.0294262469495353,True,0.8995544749877549,0.3337341758764114,412,304,909
0.0175725392281826,True,0.6433174226128103,0.2675437245189495,615,486,832
0.0127850079462398,True,0.052038323064773,0.3731260123533085,296,271,529
0.0135053533981523,True,0.3938670264088318,0.3825668963671519,376,404,920
0.014302717215117,True,0.1859838840129113,0.2992232457922145,869,839,316
0.0179032298995448,True,0.2460831108796478,0.0305274023930217,408,144,366
0.0127633829599259,True,0.1667084634846674,0.2832331335900279,673,281,709
0.016328234923664,True,0.4406929512329678,0.1000924108890175,155,812,953
0.0142342686688053,True,0.0667777613269483,0.4568108825534859,486,231,122
0.0151548031349438,True,0.5385789971881909,0.3425108071787039,146,152,746
0.014298813275182,True,0.2849931854466025,0.3109142166654208,373,972,881
0.0123903212438785,True,0.0290998276530313,0.1933745635620096,94,92,657
0.0136216472382197,True,0.1189607375171616,0.1523768789317138,657,939,803
0.0147304951703893,True,0.0238877626981182,0.1904528707904638,164,940,211
0.0148355454611117,True,0.1641897952290851,0.2059047267515717,94,510,196
0.0127946953228037,True,0.0842405039668119,0.2542532673380045,29,508,688
0.0127450498441539,True,0.0461966997110309,0.2731195110049201,67,223,961
0.0185294655619104,True,0.2107018756275762,0.1433531215570559,446,129,55
0.0155721856044701,True,0.3688873729133342,0.176447431848787,569,813,469
0.0131641312510136,True,0.0680880948820635,0.1252754541767646,27,704,662
0.013615911695722,True,0.1375842410531475,0.0648783659785909,456,499,988
0.0186964288646236,True,0.5969118847159257,0.1902862613239939,628,648,279
0.0129216796570326,True,0.0327595279100698,0.3982304367717986,588,611,721
0.012791179741788,True,0.0028527488628218,0.4416954217837928,611,910,700
